Class,Order,Family,Genus,Species,Common.Name,X.M.F.Both.,Length..cm.,Height,Diet,Feeding.Guild,Habitat,Water.Column,reference
Actinopterygii,Perciformes,Pomacentridae,Chromis,atripectoralis,Black-axil Chromis,Both,9.1,2.899,"Copepods, amphipods, zooplankton",Invertivore,Lagoons and seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=5450&what=species&TotRec=7
Actinopterygii,Perciformes,Pomacentridae,Chromis,xanthochira,Yellow-axil Chromis,Both,8.1,2.551,Phytoplankton,Herbivore,Outer reef walls,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=5681&what=species&TotRec=3
Actinopterygii,Perciformes,Pomacentridae,Chromis,atripes,Dark fin Chromis,Both,6.9,2.465,"Algae, zooplankton","Herbivore, Invertivore",Outer reef passes and slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4982&what=species&TotRec=5
Actinopterygii,Perciformes,Pomacentridae,Chromis,flavipectoralis,Malayan Chromis,Both,6.4,2.531,Planktonic invertebrates,Invertivore,Seaward reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=11863&what=species&TotRec=2
Actinopterygii,Perciformes,Pomacentridae,Chromis,ovatiformes,Ovate Chromis,Both,9,3.722,Zooplankton,Invertivore,Outer coral and rocky reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=6927&what=species&TotRec=4
Actinopterygii,Perciformes,Pomacentridae,Chromis,iomelas,Pacific half-and-half Chromis,Both,6.7,2.319,Plankton,Invertivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=8126&what=species
Actinopterygii,Perciformes,Pomacentridae,Chromis,dimidiata,Indian half-and-half Chromis,Both,6.359,2.2,"Algae, zooplankton","Herbivore, Invertivore",Lagoons and seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=11861&what=species&TotRec=3
Actinopterygii,Perciformes,Pomacentridae,Chromis,caudalis,Blue-axil Chromis,Both,4,1.642,Unknown,Invertivore,Steep outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=5672&what=species&TotRec=2
Actinopterygii,Perciformes,Pomacentridae,Chromis,chrysura,Stout Chromis,Both,7.6,3.241,Zooplankton,Invertivore,Outer coral and rocky reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=6656&what=species&TotRec=6
Actinopterygii,Perciformes,Pomacentridae,Chromis,margaratifer,Bicolor Chromis,Both,5.6,2.055,Zooplankton,Invertivore,Coral and rocky reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5675&what=species&TotRec=4
Actinopterygii,Perciformes,Pomacentridae,Chromis,acares,Midget Chromis,Both,4.8,1.541,Plankton,Invertivore,Seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5668&what=species&TotRec=5
Actinopterygii,Perciformes,Pomacentridae,Chromis,xanthura,Pale-tail Chromis,Both,14.6,5.223,Zooplankton,Invertivore,Steep outer reef slopes and shallow coastal reef flats,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=5682&what=species&TotRec=9
Actinopterygii,Perciformes,Pomacentridae,Chromis,delta,Deep-reef Chromis,Both,5.6,2.304,Planktonic invertebrates,Invertivore,Steep outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=5673&what=species&TotRec=4
Actinopterygii,Perciformes,Pomacentridae,Chromis,leucura,White-tail Chromis,Both,5.1,1.986,"Algae, zooplankton","Herbivore, Invertivore",Ledges and deep patch reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=6599&what=species&TotRec=4
Actinopterygii,Perciformes,Pomacentridae,Chromis,elerae,Twinspot Chromis,Both,5.1,1.896,"Algae, zooplankton","Herbivore, Invertivore",Cave openings and crevices in outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4983&what=species&TotRec=5
Actinopterygii,Perciformes,Pomacentridae,Chromis,cinerascens,Green Chromis,Both,11.9,4.821,"Algae, zooplankton","Herbivore, Invertivore",Silty coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=11858&what=species&TotRec=8
Actinopterygii,Perciformes,Pomacentridae,Chromis,lepidolepis,Scaly Chromis,Both,6.9,2.602,Zooplankton,Invertivore,"Shoreline reefs, lagoons and outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5674&what=species&TotRec=4
Actinopterygii,Perciformes,Pomacentridae,Chromis,lineata,Lined Chromis,Both,4.3,1.398,Unknown,Invertivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5128&what=species&TotRec=5
Actinopterygii,Perciformes,Pomacentridae,Chromis,vanderbilti,Vanderbilt's Chromis,Both,5.3,1.752,Copepods,Invertivore,Outer reef slopes and rocky inshore reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5678&what=species&TotRec=3
Actinopterygii,Perciformes,Pomacentridae,Chromis,analis,Yellow Chromis,Both,9,3.817,Copepods,Invertivore,Steep outer reef slopes and rocky bottoms,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6551&what=species&TotRec=6
Actinopterygii,Perciformes,Pomacentridae,Chromis,opercularis,Doublebar Chromis,Both,13.3,4.527,"Algae, zooplankton","Herbivore, Invertivore","Outer reef slopes, deep lagoons",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=12427&what=species&TotRec=6
Actinopterygii,Perciformes,Pomacentridae,Chromis,weberi,Weber's Chromis,Both,9.9,3.572,Zooplankton,Invertivore,Steep outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=5680&what=species&TotRec=11
Actinopterygii,Perciformes,Pomacentridae,Chromis,nitida,Barrier Reef Chromis,Both,6.2,1.904,"Algae, zooplankton","Herbivore, Invertivore",Lagoons and outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=9225&what=species&TotRec=3
Actinopterygii,Perciformes,Pomacentridae,Chromis,retrofasciata,Blackbar Chromis,Both,7.1,2.91,"Algae, zooplankton","Herbivore, Invertivore",Lagoons and seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5676&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Choerodon,fasciatus,Harlequin tuskfish,Both,17.5,5.52,"Mollusks, crustaceans, worms, echinoderms",Invertivore,Coastal outer reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=12722&what=species&TotRec=7
Actinopterygii,Eupercaria,Labridae,Choerodon,graphicus,Graphic tuskfish,Both,22.9,7.2,"Crustaceans, mollusks, sea urchins",Invertivore,"Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=8128&what=species&TotRec=8
Actinopterygii,Eupercaria,Labridae,Choerodon,cyanodus,Blue tuskfish,Both,15.7,4.81,Mollusks,Invertivore,Coastal reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=12934&what=species
Actinopterygii,Eupercaria,Labridae,Choerodon,rubescens,Baldchin groper,Both,NA,NA,Unknown,Invertivore,Rocky reefs,Benthic,
Actinopterygii,Eupercaria,Labridae,Choerodon,schoenleinii,Blackspot tuskfish,Both,32.8,11.04,"Crustaceans, mollusks, sea urchins",Invertivore,"Flat bottoms of lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=6433&what=species&TotRec=9
Actinopterygii,Eupercaria,Labridae,Choerodon,jordani,Jordan's tuskfish,Both,15.2,4.14,Unknown,Invertivore,"Reefs in passes, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=6597&what=species&TotRec=3
Actinopterygii,Eupercaria,Labridae,Choerodon,zosterophorus,Zoster wrasse,Both,13.7,3.76,Unknown,Invertivore,"Sand bottoms of coastal, lagoon reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=51738&what=species&TotRec=2
Actinopterygii,Eupercaria,Labridae,Choerodon,anchorago,Orange-dotted tuskfish,Both,8.6,2.87,"Crustaceans, mollusks, sea urchins",Invertivore,"Coastal reefs, shallow flats, lagoons",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=5502&what=species&TotRec=8
Actinopterygii,Eupercaria,Labridae,Choerodon,monostigma,Dark-spot tuskfish,Both,17.5,5.75,Unknown,Invertivore,Sand and rubble bottoms,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=6615&what=species
Actinopterygii,Eupercaria,Labridae,Choerodon,oligacanthus,White-patch tuskfish,Both,21.9,6.45,Unknown,Invertivore,"Sand, rubble bottoms near coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=8406&what=species&TotRec=3
Actinopterygii,Eupercaria,Labridae,Choerodon,vitta,Redstripe tuskfish,Both,17.9,5.27,Unknown,Invertivore,"Sand, rubble bottoms near coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=10853&what=species
Actinopterygii,Eupercaria,Labridae,Choerodon,cephalotes,Purple tuskfish,Both,31.06,11.17,"Crustaceans, mollusks, sea urchins",Invertivore,"Shallow coral reefs, seagrass beds",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=10848&what=species
Actinopterygii,Eupercaria,Labridae,Choerodon,venustus,Venus tuskfish,Both,30.2,10,Unknown,Invertivore,Outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=12935&what=species
Actinopterygii,Eupercaria,Labridae,Choerodon,zamboangae,Purple eyebrowed tuskfish,Both,26.6,8.24,Unknown,Invertivore,"Outer reefs, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=10548&what=species&TotRec=5
Actinopterygii,Eupercaria,Scaridae,Chlorurus,bleekeri,Bleeker's parrotfish,M,24.6,7.57,Algae,Herbivore,"Sheltered coastal reefs, lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=4976&what=species&TotRec=9
Actinopterygii,Eupercaria,Scaridae,Chlorurus,bleekeri,Bleeker's parrotfish,F,22.1,7.14,Algae,Herbivore,"Sheltered coastal reefs, lagoons, outer slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4976&what=species&TotRec=9
Actinopterygii,Eupercaria,Scaridae,Chlorurus,troschelii,Troschel's parrotfish,M,31.8,9.94,Unknown,Herbivore,Clear water of seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4977&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Chlorurus,troschelii,Troschel's parrotfish,F,26.7,8.73,Unknown,Herbivore,Clear water of seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=4977&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Chlorurus,capistratoides,Indian parrotfish ,M,27,8.68,Unknown,Herbivore,Inner and outer reef crests,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=25677&what=species&TotRec=9
Actinopterygii,Eupercaria,Scaridae,Chlorurus,capistratoides,Indian parrotfish,F,24.3,8.02,Unknown,Herbivore,Inner and outer reef crests,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=25677&what=species&TotRec=9
Actinopterygii,Eupercaria,Scaridae,Chlorurus,sordidus,Daisy parrotfish,M,24.5,7.63,Algae,Herbivore,"Coral reefs, rubble",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5556&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Chlorurus,sordidus,Daisy parrotfish,F,21.8,6.83,Algae,Herbivore,"Coral reefs, rubble",Benthic,
Actinopterygii,Eupercaria,Scaridae,Chlorurus,bowersi,Bower's parrotfish,M,17.8,6.06,Unknown,Herbivore,"Coral rich lagoons, upper edge of channels",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5542&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Chlorurus,bowersi,Bower's parrotfish,F,NA,NA,Unknown,Herbivore,"Coral rich lagoons, upper edge of channels",Benthic,
Actinopterygii,Eupercaria,Scaridae,Chlorurus,microrhinos,Steephead parrots,Both,58.4,16.25,Unknown,Herbivore,,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=60479&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Chlorurus,strongycephalus,Steephead parrotfish,M,33.3,10.8,Algae,Herbivore,"Coastal, lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=12833&what=species&TotRec=7
Actinopterygii,Eupercaria,Scaridae,Chlorurus,strongycephalus,Steephead parrotfish,F,NA,NA,Algae,Herbivore,"Coastal, lagoon, outer reefs",Benthic,
Actinopterygii,Eupercaria,Scaridae,Chlorurus,japanensis,Palecheek parrotfish,M,30,8.17,Algae,Herbivore,"Sheltered seaward reefs, lagoon reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=4978&what=species&TotRec=7
Actinopterygii,Eupercaria,Scaridae,Chlorurus,japanensis,Palecheek parrotfish ,F,14,4.55,Algae,Herbivore,"Sheltered seaward reefs, lagoon reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=4978&what=species&TotRec=7
Actinopterygii,Eupercaria,Scaridae,Chlorurus,frontalis,Pacific slopehead parrotfish,M,43.2,14.45,Algae,Herbivore,"Reef flats, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5547&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Chlorurus,frontalis,Pacific slopehead parrotfish,F,38.9,10.92,Algae,Herbivore,"Reef flats, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=5547&what=species&TotRec=8
Actinopterygii,Eupercaria,Scaridae,Chlorurus,cyanescens,Blue humphead parrotfish,Both,NA,NA,Unknown,Herbivore,Deep rocky reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=7909&what=species
Actinopterygii,Eupercaria,Scaridae,Chlorurus,atrilunula,Bluemoon parrotfish,Both,NA,NA,Algae,Herbivore,Silty protected reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=0&ID=7907&what=species&TotRec=3
Actinopterygii,Eupercaria,Scaridae,Chlorurus,enneacanthus,Captain parrotfish,Both,NA,NA,Algae,Herbivore,Shallow fringing reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=7910&what=species&TotRec=5
Actinopterygii,Eupercaria,Scaridae,Chlorurus,perspicillatus,Spectacled parrotfish,M,41.2,13.47,Unknown,Herbivore,"Lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=7829&what=species&TotRec=9
Actinopterygii,Eupercaria,Scaridae,Chlorurus,perspicillatus,Spectacled parrotfish,F,40.6,14.28,Unknown,Herbivore,"Lagoons, seaward reefs",Benthopelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=7829&what=species&TotRec=9
Actinopterygii,Eupercaria,Scaridae,Chlorurus,oedema,Knothead parrotfish,Both,48.15,15.67,Algae,Herbivore,"Coastal rocky, coral reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=8394&what=species
Actinopterygii,Eupercaria,Scaridae,Chlorurus,genazonatus,Sinai parrotfish,M,28.6,9.9,Algae,Herbivore,Reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=14382&what=species&TotRec=7
Actinopterygii,Eupercaria,Scaridae,Chlorurus,genazonatus,Sinai parrotfish,F,30.1,10,Algae,Herbivore,Reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=14382&what=species&TotRec=7
Actinopterygii,Perciformes,Pomacentridae,Cheiloprion,labiatus,Big-lip Damsel,Both,4.7,2.039,"Algae, hard corals","Herbivore, Corallivore",Shallow lagoon reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5684&what=species&TotRec=4
Actinopterygii,Eupercaria,Labridae,Cheilio,inermis,Cigar wrasse,M,27.9,4,"Crustaceans, mollusks, sea urchins",Invertivore,"Lagoons, reef flats, coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=4&ID=5623&what=species&TotRec=18
Actinopterygii,Eupercaria,Labridae,Cheilio,inermis,Cigar wrasse,F,24.1,3.07,"Crustaceans, mollusks, sea urchins",Invertivore,"Lagoons, reef flats, coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5623&what=species&TotRec=18
Actinopterygii,Eupercaria,Labridae,Cheilinus,trilobatus,Tripletail wrasse,M,29.5,9.83,"Mollusks, crustaceans, fishes","Invertivore, piscivore","Lagoons, outward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=5603&what=species&TotRec=11
Actinopterygii,Eupercaria,Labridae,Cheilinus,trilobatus,Tripletail wrasse,F,16.5,5.25,"Mollusks, crustaceans, fishes","Invertivore, piscivore","Lagoons, outward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=5603&what=species&TotRec=11
Actinopterygii,Eupercaria,Labridae,Cheilinus,chlorourus,Floral wrasse,Both,19.2,5.89,"Mollusks, crustaceans",Invertivore,"Coral areas of lagoons, coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=11&ID=5598&what=species&TotRec=19
Actinopterygii,Eupercaria,Labridae,Cheilinus,fasciatus,Redbreasted wrasse,Both,35.6,11.1,"Mollusks, crustaceans, sea urchins",Invertivore,"Coral areas of lagoons, coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=5600&what=species&TotRec=5
Actinopterygii,Eupercaria,Labridae,Cheilinus,undulatus,Humphead wrasse,M,116.8,41.41,"Mollusks, fishes, crustaceans, sea urchins, invertebrates","Invertivore, piscivore","Lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=5604&what=species&TotRec=15
Actinopterygii,Eupercaria,Labridae,Cheilinus,undulatus,Humphead wrasse,F,NA,NA,"Mollusks, fishes, crustaceans, sea urchins, invertebrates","Invertivore, piscivore","Lagoons, outer reefs",Benthic,
Actinopterygii,Eupercaria,Labridae,Cheilinus,oxycephalus,Snooty wrasse,Both,8.9,2.58,Unknown,"Invertivore, piscivore","Lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=5602&what=species&TotRec=9
Actinopterygii,Eupercaria,Labridae,Cheilinus,lunulatus,Broomtail wrasse,Both,34.2,10.89,Mollusks,Invertivore,"Coral reefs, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=12780&what=species&TotRec=12
Actinopterygii,Carangiformes,Carangidae,Chanos,chanos,Milkfish,Both,37.5,7.98,"Cyanobacteria, soft algae, small benthic invertebrates, and even pelagic fish eggs, larvae",Omnivore,"Near surface lagoons, seaward reefs",Pelagic (?),https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=80&what=species&TotRec=13
Actinopterygii,Perciformes ,Pomacanthidae,Chaetodontoplus,poliourus,Greytail angelfish,,,,,"Herbivore, invertivore",,Benthic,
Actinopterygii,Perciformes ,Chaetodontidae,Chaetodon,andamanensis,Andaman butterflyfish,,,,,Invertivore,,Benthic,
Actinopterygii,Perciformes ,Chaetodontidae,Chaetodon,lunulatus,Oval butterflyfish,,,,,Invertivore,,Benthic,
Actinopterygii,Perciformes ,Chaetodontidae,Chaetodon,octofasciatus,Eightband butterflyfish,,,,,Invertivore,,Benthic,
Actinopterygii,Perciformes ,Chaetodontidae,Chaetodon,oxycephalus,Spotnape butterflyfish,,,,,Invertivore,,Benthic,
Actinopterygii,Perciformes ,Chaetodontidae,Chaetodon,trifasciatus,Melon butterflyfish,,,,,Invertivore,,Benthic,
Actinopterygii,Eupercaria,Scaridae,Cetoscarus,bicolor,Bicolour parrotfish,M,47,15.02,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=5538&what=species&TotRec=10
Actinopterygii,Eupercaria,Scaridae,Cetoscarus,ocellatus,Bicolour parrotfish,F,NA,NA,Algae,Herbivore,"Lagoons, seaward reefs",Benthic,
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,argus,Peacock hind,Both,28.4,7.55,"Fishes, crustaceans","Invertivore, piscivore","Tide pools, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6396&what=species&TotRec=9
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,cyanostigma,Bluespotted hind,Both,17.6,5.21,"Fishes, crustaceans","Invertivore, piscivore","Coastal, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=6445&what=species&TotRec=12
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,formosa,Bluelined hind,Both,17,4.89,Unknown,Unknown,"Dead silty reefs in sheltered waters, coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6446&what=species&TotRec=8
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,polleni,Harlequin hind,Both,17.7,5.01,"Fishes, crustaceans","Invertivore, piscivore","Outer reefs, steep slopes",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6452&what=species&TotRec=6
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,boenak,Chocolate hind,Both,16.9,4.94,"Fishes, crustaceans","Invertivore, piscivore","Silty reefs in sheltered waters, coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=7&ID=6444&what=species&TotRec=12
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,leopardus,Leopard hind,Both,11.4,3.38,"Fishes, crustaceans","Invertivore, piscivore","Coastal, lagoons, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6448&what=species&TotRec=9
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,urodeta,Darkfin hind,Both,18.8,4.93,"Fishes, crustaceans","Invertivore, piscivore",Reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6456&what=species&TotRec=8
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,spiloparaea,Strawberry hind,Both,15.2,3.98,"Crabs, crustaceans",Invertivore,Steep outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6455&what=species&TotRec=9
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,miniata,Coral hind,Both,26,7.51,"Fishes, crustaceans","Invertivore, piscivore","Coastal, lagoons, seaward reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=6&ID=6450&what=species&TotRec=15
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,sexmaculata,Sixblotch hind,Both,7.7,2.14,Fishes,Piscivore,Caves on outer reef slopes,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6453&what=species&TotRec=8
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,sonnerati,Tomato hind,Both,25.7,8.43,"Fishes, crustaceans","Invertivore, piscivore","Lagoon, outer reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=6454&what=species&TotRec=15
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,microprion,Freckled hind,Both,15.2,4.57,"Fishes, crustaceans","Invertivore, piscivore",Reefs in sheltered coastal waters,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6449&what=species&TotRec=7
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,oligosticta,Vermilion hind,Both,27.2,8.48,Unknown,Unknown,"Dead silty reefs, lagoons",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=6451&what=species&TotRec=6
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,hemistiktos,Yellowfin hind,Both,15,4.06,"Fishes, crustaceans","Invertivore, piscivore",Patchy reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=6447&what=species&TotRec=8
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,aurantia,Golden hind,Both,28.7,8.74,Crabs,Invertivore,Steep seaward reefs,Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=1&ID=6443&what=species&TotRec=5
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,polyspila,Starry grouper,Both,11.2,3.22,Unknown,Unknown,"Rock, coral reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=59450&what=species
Actinopterygii,Pecriformes,Serranidae,Cephalopholis,nigripinnis,Starry grouper,Both,11.2,3.22,Unknown,Piscivore,"Rock, coral reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?ID=59450&what=species
Actinopterygii,Perciformes ,Pomacanthidae,Centropyge,eibli,Blacktail angelfish,,,,,"Herbivore, invertivore",,Benthic,
Actinopterygii,Perciformes ,Pomacanthidae,Centropyge,multispinis,Dusky angelfish,,,,,"Herbivore, invertivore",,Benthic,
Actinopterygii,Perciformes ,Pomacanthidae,Centropyge,nox,Midnight angelfish,,,,,"Herbivore, invertivore",,Benthic,
Actinopterygii,Eupercaria,Centrogeniidae,Centrogenys,vaigiensis,False scorpionfish,Both,11.5,3.58,"Fishes, crabs, shrimps","Invertivore, piscivore","Estuaries, silty coastal reefs",Benthic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=3&ID=10339&what=species&TotRec=6
Actinopterygii,Carangiformes,Carangidae,Caranx,lugubris,Black jack,Both,44.4,14.2,Fishes,Piscivore,Offshore reefs,Pelagic (?),https://www.fishbase.se/photos/PicturesSummary.php?ID=1936&what=species
Actinopterygii,Carangiformes,Carangidae,Caranx,melampygus,Bluefin trevally,Both,53.9,16.07,Fishes,Piscivore,Outer reefs,Pelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=1906&what=species&TotRec=11
Actinopterygii,Carangiformes,Carangidae,Caranx,papuensis,Brassy trevally,Both,48.8,13.4,Fishes,Piscivore,"Lagoons, seaward reefs",Pelagic (?),https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=6360&what=species&TotRec=7
Actinopterygii,Carangiformes,Carangidae,Caranx,sexfasciatus,Bigeye trevally,Both,23.7,7.07,"Fishes, squids, crustaceans","Invertivore, piscivore",Clear outer reefs,Pelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=5&ID=1917&what=species&TotRec=15
Actinopterygii,Carangiformes,Carangidae,Caranx,ignobilis,Giant trevally,Both,31.4,9.52,"Fishes, crustaceans","Invertivore, piscivore",Seaward reef slopes,Pelagic,https://www.fishbase.se/photos/PicturesSummary.php?StartRow=2&ID=1895&what=species&TotRec=9
